word1,word2,IsAnt
descendant,ancestor,1
house,hovel,0
pessimist,optimist,1
milk,buttermilk,0
aunty,aunt,0
nobody,everybody,1
distribution,density,1
neighborhood,region,0
strainer,filter,0
posting,bill,0
serbia,srbija,0
poison,virus,0
pleasantness,unpleasantness,1
downtime,uptime,1
caryopsis,grain,0
orthodoxy,heresy,1
excavation,tunnel,1
shaft,beam,0
roman,italic,1
banner,streamer,0
crew,member,0
antonym,synonym,1
transition,passing,0
past,future,1
grape,niagara,0
lord,overlord,0
source,beginning,0
cubicle,stall,0
pressure,insistence,0
balloon,toy,0
oracle,seer,0
engagement,mesh,0
hollow,hill,1
obscurity,fame,1
cold,heat,1
inflation,deflation,1
top,base,1
friend,stranger,1
throat,windpipe,0
fame,church,0
demeanor,conduct,0
ebb,flood,1
marketer,vendor,0
office,post,0
capacity,competency,0
dystopia,utopia,1
microcomputer,minicomputer,1
upside,downside,1
yesterday,tomorrow,1
purity,impurity,1
foe,friend,1
necessity,luxury,1
soldier,redcoat,0
mail,spot,0
strait,difficulty,0
tick,check,0
section,whole,1
capitalism,communism,1
bigot,fanatic,0
permanence,impermanence,1
principal,subordinate,1
call,employment,0
disincentive,incentive,1
objectivism,subjectivism,1
constituent,ingredient,0
binary,text,1
exploitation,development,0
location,studio,1
dissolution,solution,0
lodge,guild,0
revelry,carnival,0
invasion,retreat,1
stem,bow,0
individual,joint,1
sprout,shoot,0
defense,offense,1
passive,aggressive,1
stranger,friend,1
mother,child,1
dead,living,1
fellatio,cunnilingus,1
individualism,selfishness,0
opportunity,space,0
truth,untruth,1
bend,flexure,0
lens,magnifier,0
outflow,influx,1
puzzle,teaser,0
checkin,checkout,1
liabilities,asset,1
insecurity,security,1
loudness,softness,1
daytime,night,1
fauna,flora,1
discount,surcharge,1
coating,application,0
automatic,manual,1
recession,depression,1
denominator,numerator,1
district,tract,0
lead,hint,0
cruelty,compassion,1
illiterate,literate,1
circular,flyer,0
confusion,clarity,1
pale,dark,1
nap,napoleon,0
search,examination,0
atonality,key,1
hoop,ring,0
onslaught,attack,0
credit,debit,1
husband,wife,1
idea,view,0
membrane,caul,0
station,rank,0
syrinx,panpipe,0
hammer,helve,0
proverb,drama,0
regard,reverence,0
case,shell,0
beauty,ugliness,1
set,band,0
contamination,decontamination,1
writer,author,0
lumper,splitter,1
voice,whisper,0
inadequacy,adequacy,1
mechanical,chemical,1
whig,tory,1
right,left,1
prince,monarch,0
fils,pere,1
torture,pleasure,1
imperfection,defect,0
love,hatred,1
semivowel,glide,0
luck,portion,0
heat,coldness,1
cyclopedia,encyclopedia,0
imperfective,perfective,1
look,tone,0
union,coupling,0
minority,bulk,1
cation,anion,1
explosive,lyddite,0
withdrawal,deposit,1
order,disorder,1
local,universal,1
sachem,sagamore,0
first,middle,1
con,pro,1
clothes,dress,0
affair,concern,0
hook,bait,0
decentralization,centralization,1
conductor,dielectric,1
good,goodness,0
synthesis,analysis,1
abstraction,generalization,0
fluidity,viscosity,1
handler,coach,0
tonality,atonality,1
reality,unreality,1
consequence,rank,0
formula,rule,0
softness,hardness,1
respect,disrespect,1
remedy,help,0
nitrocellulose,guncotton,0
dark,daytime,1
maximization,minimization,1
segregation,desegregation,1
base,apex,1
prosecution,defense,1
default,payment,1
spike,spindle,0
screw,pressure,0
railcar,car,0
pamphlet,tract,0
inoculation,variolation,0
balance,comparison,0
hair,pilus,0
tails,head,1
word,express,0
thought,attention,0
sender,receiver,1
journeyman,apprentice,1
exon,intron,1
decentralisation,centralisation,1
hypertrophy,atrophy,1
inspection,review,0
disbelief,belief,1
acceleration,retardation,1
mode,variety,0
expansion,contraction,1
character,type,0
momentum,moment,0
disregard,consideration,1
core,rom,1
unemployment,employment,1
tolerance,intolerance,1
thrombosis,embolism,1
substance,center,0
truth,inaccuracy,1
hypertension,hypotension,1
existence,nothingness,1
junior,senior,1
compression,decompression,1
functioning,office,0
no.,yes,1
similarity,dissimilarity,1
annoyance,irritation,0
design,sketch,0
wager,bet,0
ship,frigate,0
distribution,classification,0
truth,falseness,1
altruism,egoism,1
anglican,english,0
centrist,moderate,0
legend,tale,0
husband,lord,0
dementia,insanity,0
hinny,mule,1
old,ancient,0
multiplayer,singleplayer,1
tabloid,broadsheet,1
bunker,trap,0
manager,administrator,0
explosion,implosion,1
north,union,0
meiosis,mitosis,1
consciousness,sensibility,0
answer,enquiry,1
original,copy,1
station,location,0
novel,novelty,0
diploid,polyploid,1
landscape,seascape,1
unpopularity,popularity,1
fascism,liberalism,1
regress,progress,1
healer,therapist,0
solidity,fluidity,1
conductor,insulator,1
crevice,cleft,0
antidote,poison,1
believer,unbeliever,1
mither,father,1
rage,madness,0
break,discipline,0
theme,topic,0
poor,rich,1
structure,edifice,0
partner,opponent,1
germ,seed,0
impression,edition,0
forgiveness,mercy,0
front,backside,1
smoker,nonsmoker,1
solution,problem,1
nothing,anything,1
subtraction,addition,1
way,move,0
chronicle,annals,0
adductor,abductor,1
symbol,totem,0
grant,gift,0
female,woman,0
repression,suppression,0
post,billet,0
native,aborigine,0
imaging,value,0
preface,preamble,0
ally,enemy,1
nature,character,0
disrepute,reputation,1
income,spending,1
layman,specialist,1
mass,magnitude,0
wholesale,retail,1
difficulty,simplicity,1
automobile,tractor,0
flexibility,rigidity,1
air,intelligence,0
fortification,citadel,0
flat,sharp,1
consonant,dental,0
priest,hierophant,0
assemblage,convention,0
hall,bower,1
transposition,permutation,0
mind,body,1
wood,timber,0
work,lead,0
phenomenon,noumenon,1
crown,corona,0
doubt,ambiguity,0
pedestal,base,0
guarantee,contract,0
payment,default,1
defence,denial,0
pessimism,optimism,1
metal,nonmetal,1
democracy,republic,0
inaccuracy,accuracy,1
disability,ability,1
exclusion,inclusion,1
thing,matter,0
thief,pickpocket,0
relation,reference,0
spite,water,0
darkness,lighting,1
victory,loss,1
accuracy,inaccuracy,1
everything,nothing,1
outfield,infield,1
dawn,sunset,1
woman,womanhood,0
change,transform,0
active,passive,1
fault,imperfection,0
ancestor,descendant,1
presence,absence,1
mother,father,1
opponent,partner,1
chicken,male,0
sender,addressee,1
accent,tone,0
horror,repulsion,0
slate,flake,0
ascent,fall,1
mason,bricklayer,0
distribution,arrangement,0
notebook,exercise,0
sham,fake,0
derivation,derivative,0
sweet,dry,1
deceiver,impostor,0
smack,crack,0
quest,search,0
ability,power,0
wellness,illness,1
father,mother,1
homeopathy,allopathy,1
rabbit,bunny,0
round,group,0
cracking,fracture,0
rostrum,podium,0
hyperthyroidism,hypothyroidism,1
racket,racquet,0
learning,acquisition,0
thick,thin,1
chairwoman,chairman,0
middle,beginning,1
efficiency,inefficiency,1
heating,cooling,1
light,darkness,1
shallow,deep,1
stillness,motion,1
culmination,completion,0
disorganization,organization,1
land,realm,0
smooth,rough,1
courier,messenger,0
poet,prosaist,1
middle,border,1
ascent,decline,1
tread,riser,1
triumph,defeat,1
proper,common,1
thermometer,glass,0
avocation,business,0
mate,pair,0
homogeneity,heterogeneity,1
minute,great,1
diol,glycol,0
hand,straight,0
tautology,contradiction,1
account,explanation,0
prisoner,culprit,0
justice,injustice,1
commentary,comment,0
volunteer,draftee,1
organisation,administration,0
evasion,payment,1
calculator,computer,0
juvenile,adult,1
original,reproduction,1
formation,production,0
relocation,resettlement,0
keepsake,souvenir,0
disproof,proof,1
knowledge,awareness,0
profit,loss,1
density,distribution,1
coil,twist,0
dysfunction,function,1
apology,justification,0
sanity,insanity,1
unreality,reality,1
analogy,contrast,1
mixture,variety,0
guillemot,murre,0
nonsmoker,smoker,1
coupler,coupling,0
bargain,contract,0
madness,sanity,1
launching,introduction,0
danger,authority,0
lover,fan,0
masochism,sadism,1
thesis,statement,0
top,bottom,1
vision,view,0
circle,orb,0
speaking,oratory,0
seriousness,sincerity,0
language,nomenclature,0
step,track,0
girdle,sash,0
gown,robe,0
company,troop,0
mind,opinion,0
cantonment,camp,0
disobedience,obedience,1
open,close,1
renown,praise,0
hyperbole,exaggeration,0
power,weakness,1
ambo,pulpit,0
intermediary,mean,0
natural,artificial,1
visage,face,0
obscurity,prominence,1
decline,ascent,1
age,era,0
posturing,attitude,0
merger,acquisition,1
dark,day,1
hymn,troparion,0
stake,picket,0
waterfall,cascade,0
assets,liabilities,1
collapse,downfall,0
pop,popping,0
agreement,disagreement,1
office,place,0
attire,clothes,0
knowledge,science,0
flux,fusion,0
retreat,advance,1
opinion,notion,0
deduction,addition,1
carpenter,joiner,0
borrowing,transfer,1
disqualification,qualification,1
periphery,center,1
cost,side,0
second,assistant,0
volunteer,conscript,1
lady,lord,1
miss,feature,1
release,expiration,0
interpretation,translation,0
fairness,unfairness,1
approval,sanction,0
tapestry,arras,0
lex,law,0
fall,climb,1
verso,recto,1
sleeping,waking,1
bench,workbench,0
exaggeration,understatement,1
contingency,necessity,1
tax,assessment,0
fate,chance,0
station,place,0
foetus,fetus,0
bulk,minority,1
pollack,pollock,0
lifo,fifo,1
ideal,motif,0
addition,subtraction,1
mindfulness,body,1
advance,aid,0
fall,raise,1
abductor,adductor,1
square,level,0
big,build,0
estate,dignity,0
deceit,guile,0
aggregation,accumulation,0
unitarian,trinitarian,1
outgroup,ingroup,1
childbirth,death,1
colt,filly,1
deposit,sublimate,0
throw,throwing,0
narrowing,widening,1
aestivation,hibernation,1
incivility,civility,1
bra,ket,1
future,past,1
strain,sort,0
anabolism,catabolism,1
document,parchment,0
downturn,upturn,1
eddy,swirl,0
sky,cloud,0
polygala,milkwort,0
moisture,dryness,1
fall,tumble,0
sink,source,1
highness,lowness,1
affluence,poverty,1
guitar,axe,0
ascent,descent,1
guile,cunning,0
heretic,believer,1
sight,mountain,0
firm,house,0
frog,french,1
long,short,1
nearness,farness,1
establishment,settlement,0
finite,infinite,1
cockroach,roach,0
enjoyment,satisfaction,0
view,model,1
loyalty,disloyalty,1
masculinity,femininity,1
dissonance,harmony,1
makeup,constitution,0
anaphora,cataphora,1
invisible,visible,1
preliminary,final,1
subordinate,chief,1
crozier,crosier,0
relative,kinsman,0
trance,spell,0
key,atonality,1
lightness,darkness,1
complainant,defendant,1
fence,cover,0
dot,period,0
understatement,overstatement,1
mother,genetrix,0
conductance,resistance,1
joiner,carpenter,0
flooring,floor,0
appearance,disappearance,1
attendee,audience,0
strengthening,weakening,1
immersion,emersion,1
midget,dwarf,1
consequence,distinction,0
arsis,thesis,1
patent,document,0
hyperthermia,hypothermia,1
cleaver,chopper,0
revival,renewal,0
rusk,zwieback,0
uncertainty,certainty,1
floor,ceiling,1
degeneration,development,1
lapse,error,0
background,foreground,1
offer,offering,0
abundance,scarcity,1
salient,projection,0
infield,outfield,1
future,present,1
maleficence,beneficence,1
outcome,source,1
minimization,maximization,1
serviceman,civilian,1
enmity,love,1
pronouncement,statement,0
label,tag,0
militia,warfare,0
endotoxin,exotoxin,1
curtilage,court,0
drink,tea,0
liquid,fluid,0
nephew,niece,1
hatred,love,1
opportunity,scope,0
coherence,incoherence,1
account,importance,0
echo,answer,0
loggia,porch,1
corollary,consequence,0
rise,descent,1
cool,warm,1
contraction,expansion,1
upland,meadow,1
conviction,acquittal,1
leader,follower,1
minor,adult,1
dryness,wetness,1
boy,daughter,1
plebeian,patrician,1
offense,offence,0
morning,sunset,1
impingement,impact,0
king,queen,1
figurine,statuette,1
planter,pioneer,0
young,aged,1
wisdom,folly,1
food,bit,0
exchange,dealing,0
honesty,purity,0
voice,steven,0
function,secant,0
conservative,progressive,1
wife,concubine,0
harmonica,harp,0
security,insecurity,1
implosion,explosion,1
nobleman,noblewoman,1
lowland,highland,1
pace,tempo,0
outbreak,eruption,0
demise,lease,0
exterior,inside,1
activation,deactivation,1
health,malady,1
disability,potential,1
cart,handcart,0
blanket,cover,0
irritation,soreness,0
monarchy,democracy,1
charge,challenge,0
enemy,friend,1
incompetence,competence,1
suffragette,suffragist,0
rotor,stator,1
accordance,conformity,0
mono,stereo,1
district,ward,0
apparel,costume,0
share,division,0
ilium,troy,0
answer,query,1
spring,woodland,0
night,daylight,1
vocalist,instrumentalist,1
alternation,variation,0
root,beginning,0
uniformity,variety,1
restoration,restitution,0
skunk,rat,0
eucharist,communion,0
police,officers,0
humor,comedy,0
monotony,variety,1
suit,sort,0
distemper,illness,0
side,face,0
plus,minus,1
arithmetic,geometric,1
island,oasis,0
fundamental,element,0
increment,decrement,1
insensitivity,sensitivity,1
node,antinode,1
negligence,care,1
heterodoxy,orthodoxy,1
tailwind,headwind,1
demon,daemon,0
iron,ferrous,0
linguistics,phonology,0
proportion,scale,0
defense,prosecution,1
injustice,justice,1
communion,sharing,0
transubstantiation,consubstantiation,1
senior,junior,1
quoin,cornerstone,0
fracture,shift,0
increase,lessening,1
glue,gum,0
ley,law,0
uncertainty,insecurity,0
fortune,misfortune,1
room,chamber,0
cash,credit,1
lord,vassal,1
wig,periwig,0
answer,interrogation,1
neglect,carelessness,0
milestone,landmark,0
frown,smile,1
opportunity,time,0
september,sep,0
polytheism,monotheism,1
prevention,aid,1
transcendence,immanence,1
letter,missive,0
good,evil,1
consumer,producer,1
monism,dualism,1
pleasure,displeasure,1
lightness,heaviness,1
instability,stability,1
start,end,1
macroeconomics,microeconomics,1
certainty,doubt,1
diminution,augmentation,1
skunk,weed,0
observation,remark,0
prose,verse,1
magic,wizardry,0
analysis,psychoanalysis,0
horse,jack,0
antinode,node,1
zip,sound,0
polymerization,depolymerization,1
effector,receptor,1
tragedy,burlesque,1
breach,break,0
news,gospel,0
indication,contraindication,1
violence,force,0
inside,outside,1
friend,foe,1
process,narrative,0
wit,brain,0
fastening,fastener,0
tower,spire,0
birth,death,1
nonconformity,conformity,1
contango,backwardation,1
monarch,subject,1
guy,gal,1
realm,sphere,0
torch,flashlight,0
field,bat,1
dry,wet,1
anarchy,government,1
inner,outer,1
mica,isinglass,0
mountain,chain,0
middle,end,1
deal,sight,0
ridicule,mockery,0
insertion,deletion,1
conservative,revolutionary,1
lands,state,0
verge,middle,1
shaft,barb,0
invisibility,visibility,1
horn,spike,0
heaven,hell,1
rise,upgrade,0
rope,twine,0
stranger,acquaintance,1
method,confusion,1
disability,capacity,1
origin,insertion,1
graduate,student,1
unpleasantness,pleasantness,1
start,finishing,1
good,bad,1
document,pleading,0
privacy,publicity,1
hypothermia,hyperthermia,1
utopia,dystopia,1
criminal,perpetrator,0
potty,toilet,0
truth,lie,1
cast,fashion,0
relic,remnant,0
revolt,insurrection,0
respect,admiration,0
shortage,glut,1
local,express,1
overestimate,underestimate,1
outboard,inboard,1
crown,reward,0
consequence,aftermath,0
whites,black,1
freedom,bondage,1
discharge,explosion,0
match,tally,0
gospel,synoptic,0
deposit,withdrawal,1
parcel,tract,0
civility,incivility,1
moderate,extreme,1
glad,sad,1
appoggiatura,acciaccatura,0
maidservant,manservant,1
animal,fauna,0
accusation,acquittal,1
superiority,inferiority,1
pot,marijuana,0
formality,informality,1
peptidase,proteinase,0
vino,wine,0
witness,bystander,0
conscript,volunteer,1
dry,water,1
bearing,influence,0
connection,junction,0
lament,sorrow,0
darkness,lightness,1
proclamation,declaration,0
wand,sceptre,0
bag,purse,0
rightness,wrongness,1
polarisation,polarization,0
strength,stress,0
category,tribe,0
sunset,sunrise,1
miosis,mydriasis,1
salesman,saleswoman,1
bane,boon,1
two,deuce,0
immunity,susceptibility,1
stay,hold,0
dish,beauty,0
loaf,block,0
decriminalization,criminalization,1
match,couple,0
opponent,supporter,1
rope,sheet,0
crescendo,decrescendo,1
trail,draw,0
correctness,incorrectness,1
valley,peak,1
dysphoria,euphoria,1
lands,land,0
rapture,bliss,0
hawk,dove,1
list,listing,0
failure,deterioration,0
degeneration,regeneration,1
diamagnetism,paramagnetism,1
plateau,valley,1
tissue,membrane,0
diminuendo,crescendo,1
secrecy,secret,0
gang,squad,0
white,cracker,0
adjective,substantive,1
remainder,end,0
distribution,concentration,1
nonmember,member,1
low,hill,0
consonant,labial,0
chapel,chantry,0
rising,fall,1
railroad,rail,0
buck,single,0
wartime,peacetime,1
nothing,everything,1
lord,husband,0
melanism,albinism,1
understudy,standby,0
services,good,1
collateral,security,0
literacy,illiteracy,1
vortex,eddy,0
domain,codomain,1
skin,cutis,0
buckle,bow,0
sorrow,joy,1
union,pairing,0
prairie,forest,1
preparation,training,0
starter,crank,0
play,gaming,0
countenance,aid,0
catalyst,inhibitor,1
honesty,goodness,0
messenger,courier,0
rostrum,pulpit,0
apogee,perigee,1
valley,corrie,0
hardness,softness,1
monogamy,polygamy,1
sort,variety,0
strength,weakness,1
humour,comedy,0
row,sequence,0
reverence,irreverence,1
island,mainland,1
compact,agreement,0
joy,mirth,0
oogenesis,spermatogenesis,1
nearsightedness,farsightedness,1
slowness,clumsiness,0
resident,nonresident,1
center,essence,0
alien,citizen,1
layman,expert,1
end,beginning,1
intercourse,coitus,0
teletypewriter,teleprinter,0
series,chain,0
brine,seawater,0
love,hate,1
export,import,1
position,stead,0
disinflation,deflation,1
goodness,badness,1
arbitration,decision,0
cuckold,horn,0
wrongness,rightness,1
calendar,register,0
hardball,softball,1
offense,defence,1
possibility,impossibility,1
end,destruction,0
contest,competition,0
large,small,1
conduct,direction,0
nephew,uncle,1
touch,trace,0
hope,fear,1
woman,girl,1
descent,ascent,1
prosecution,denial,1
femaleness,maleness,1
privatization,nationalization,1
proof,test,0
adsorption,desorption,1
affinity,consanguinity,1
blow,punch,0
gain,loss,1
disloyalty,loyalty,1
new,old,1
convexity,concavity,1
conclusion,beginning,1
list,bill,0
chinese,meal,0
commencement,end,1
overgrowth,undergrowth,1
trench,dike,1
appreciation,depreciation,1
fact,actuality,0
medulla,cortex,1
mark,characteristic,0
compassion,empathy,0
eyes,center,0
anticline,syncline,1
inability,ability,1
residence,abode,0
gown,frock,0
dramatics,theater,0
disguise,mask,0
shadow,ghost,0
motion,rest,1
guard,care,0
praise,condemnation,1
worshipper,believer,0
good,benefit,0
unification,separation,1
lodge,hut,0
northeast,southwest,1
charge,duty,0
framing,frame,0
aphelion,perihelion,1
cut,track,0
shooter,firearm,0
center,midpoint,0
end,middle,1
amateur,professional,1
rest,motion,1
paralysis,paraplegia,0
polygamy,monogamy,1
broadsheet,tabloid,1
giant,heavyweight,0
joint,junction,0
banknote,note,0
significance,meaning,0
micron,micrometre,0
operation,agency,0
trade,custom,0
man,civilian,1
bawd,whore,0
pride,humility,1
barrel,drum,1
relevance,irrelevance,1
turn,twist,0
nobody,everyone,1
nothing,something,1
uncle,nephew,1
epinephrine,adrenalin,0
sickness,health,1
crescendo,diminuendo,1
dose,pill,0
moonset,moonrise,1
curl,extension,1
endoparasite,ectoparasite,1
distance,interval,1
wisdom,foolishness,1
maintenance,continuation,0
drive,hole,0
newsprint,newspaper,0
friend,enemy,1
futures,past,1
auditorium,orchestra,0
gas,petrol,0
parent,daughter,1
cinder,clinker,0
public,inn,0
earliness,lateness,1
disadvantage,drawback,0
eye,middle,0
producer,form,0
innovation,invention,0
end,remainder,0
aunty,uncle,1
middle,first,1
mode,custom,0
unveiling,debut,0
devil,angel,1
index,power,0
starboard,port,1
antagonist,protagonist,1
note,tone,0
documentary,fiction,1
interrogation,answer,1
auntie,uncle,1
polygyny,polyandry,1
oxidation,reduction,1
narrator,teller,0
start,stop,1
destruction,annihilation,0
proponent,detractor,1
protocol,procedure,0
fold,boundary,0
profession,declaration,0
dislike,liking,1
tail,arse,0
professional,amateur,1
mainland,peninsula,1
layman,priest,1
bad,good,1
chemise,shift,0
plain,vale,1
lowbrow,highbrow,1
surplus,deficit,1
caress,kiss,0
conduct,construction,0
wife,husband,1
light,dark,1
tablet,pad,0
crime,robbery,0
consistory,court,0
vegetable,animal,1
peer,noble,0
forest,wood,0
connection,disconnection,1
fleck,dot,0
indentation,inlet,0
proxy,agent,0
immortal,mortal,1
sound,chime,0
hundred,century,0
watermill,windmill,1
war,peace,1
openness,closeness,1
run,running,0
witwatersrand,reef,0
