pairid,A-word,B-word,Jones2002,Jones2012,Paradis2009Elicit,Paradis2009Judge,deWeijer2012,LowFreq,Canonical,CorePair,WordNet,Ant-Type,Morpological,POS,WordNet-Has-Antonyms,A-WordNet-Antonym,B-WordNet-Antonym,A-WordNet-Synsets,B-WordNet-Synsets
553,capitalism,socialism,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,socialism,capitalism,1,2
554,conception,misconception,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,misconception,conception,4,1
555,sink,source,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,float;source;,sink,13,11
556,narrowing,widening,n,n,n,n,n,n,n,n,y,scalar-unbounded,n,noun,both,widening,narrowing,9,7
557,ability,inability,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,inability,ability,2,2
558,approval,disapproval,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,disapproval,approval,4,4
559,exclusion,inclusion,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,inclusion,exclusion,4,4
560,disrespect,respect,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,respect,disrespect,5,9
561,appreciation,depreciation,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,depreciation,appreciation,5,3
562,integration,segregation,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,segregation,integration,3,3
563,abundance,scarcity,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,scarcity,abundance,3,1
564,analogue,digital,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,digital,analogue,2,3
565,aft,fore,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,fore,aft,2,3
566,impatient,patient,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,patient,impatient,2,3
567,strengthening,weakening,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,weakening,strengthening,5,9
568,ancestor,descendant,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,descendant,ancestor,1,3
569,foe,friend,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,friend,foe,2,5
570,insecurity,security,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,security,insecurity,2,9
571,husband,wife,n,n,n,n,n,n,n,n,y,converse,n,noun,both,wife,husband,2,1
572,defense,prosecution,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,offense;prosecution;,defense,12,3
573,contraction,expansion,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,expansion,contraction,4,4
574,infield,outfield,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,outfield,infield,1,1
575,father,mother,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,mother,father,9,7
576,injustice,justice,n,n,n,n,n,n,n,n,y,tbd,y,noun,both,justice,injustice,2,4
577,sleeping,waking,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,waking,sleeping,6,7
578,ascent,descent,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,descent,ascent,3,6
579,king,queen,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,queen,king,10,12
581,beginning,end,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,middle;ending;,begin;beginning;,16,18
582,start,stop,n,n,n,n,n,n,n,n,y,tbd,n,noun,both,stop;finish;,start,22,22
583,enjoy,suffer,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,suffer,enjoy;be_well;,5,11
584,align,skew,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,skew,align,4,2
585,rise,set,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,fall;set;,rise,27,45
586,fail,pass,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,pass;succeed;manage;,fail,11,43
587,deprive,enrich,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,enrich,deprive;impoverish;,3,2
588,change,stay,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,stay,change;move;depart;,20,16
589,add,subtract,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,subtract;take_away;,add,7,2
590,resist,surrender,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,surrender,resist,6,6
591,feed,starve,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,starve,feed;be_full;,13,5
592,boil,freeze,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,freeze,unfreeze;boil;,7,14
593,accept,refuse,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,refuse;reject;,accept,11,7
594,find,lose,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,lose,keep;find;profit;win;,18,11
595,stand,yield,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,sit;yield;,stand,24,17
596,break,keep,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,make;keep;repair;,lose;break;,75,25
597,criticize,praise,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,praise,criticize,2,3
598,downgrade,upgrade,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,upgrade,downgrade,2,11
599,admit,exclude,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,exclude;deny;reject;,include;admit;,8,5
600,applaud,boo,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,boo,applaud,2,2
601,attach,detach,n,n,n,n,n,n,n,n,y,reversive,n,verb,both,detach,attach,5,3
602,affirm,negate,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,negate,affirm,3,4
603,float,sink,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,sink,float;source;,16,13
604,exclude,include,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,include;admit;,exclude,5,4
605,sleep,wake,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,wake,sleep,6,9
606,ascend,descend,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,descend,ascend,8,4
607,reassure,worry,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,worry,reassure,2,8
608,break,make,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,make;keep;repair;,break;unmake;,75,51
609,fold,unfold,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,unfold,fold,12,4
610,claim,forfeit,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,forfeit;disclaim;,claim,11,5
611,erase,record,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,record,erase,3,13
612,admit,reject,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,exclude;deny;reject;,accept;admit;,8,8
613,forget,mind,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,remember;mind;,forget,4,13
614,divest,invest,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,invest,divest,4,5
615,decode,encode,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,encode,decode,1,1
616,linger,rush,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,rush,delay;linger;,5,16
617,maximize,minimize,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,minimize,maximize,2,3
618,ignore,know,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,know;notice;,ignore,5,12
619,ignore,notice,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,know;notice;,ignore,5,11
620,issue,recall,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,recall,issue,16,12
621,function,malfunction,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,malfunction,function,10,2
622,break,repair,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,make;keep;repair;,break,75,8
623,keep,lose,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,lose;break;,keep;find;profit;win;,25,11
624,disembark,embark,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,embark,disembark,1,3
625,defend,prosecute,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,attack;prosecute;,defend,7,3
626,disable,enable,n,n,n,n,n,n,n,n,y,reversive,n,verb,both,enable,disable,2,1
627,idle,run,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,run;busy;work;,idle,10,57
628,relax,tense,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,tense,relaxed;relax;lax;,8,8
629,sit,stand,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,stand,sit;yield;,10,24
630,forbid,permit,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,permit,forbid,2,6
631,discharge,enlist,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,charge;enlist;,discharge,20,3
632,narrow,widen,n,n,n,n,n,n,n,n,y,scalar-unbounded,n,verb,both,widen;wide;,narrow,10,4
633,succumb,survive,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,survive,succumb,2,4
634,act,refrain,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,refrain,act,15,3
635,legalize,outlaw,n,n,n,n,n,n,n,n,y,reversive,n,verb,both,outlaw,legalize,1,4
636,gather,spread,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,spread,gather,11,23
637,bounce,clear,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,clear,opaque;cloudy;bounce;unclear;,10,45
638,depart,stay,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,stay,change;move;depart;,6,16
639,disinfect,infect,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,infect,disinfect,1,4
640,avoid,confront,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,confront,avoid,5,4
641,divide,multiply,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,multiply;unite;,singly;divide;,8,5
642,cover,uncover,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,uncover,cover,36,2
643,contract,expand,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,expand,contract,12,7
644,delay,rush,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,rush,delay;linger;,6,16
645,arm,disarm,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,disarm,arm,8,3
646,unveil,veil,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,veil,unveil,3,6
647,deposit,withdraw,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,withdraw,deposit,12,12
648,cool,heat,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,warm;heat;,cool,11,11
649,allow,deny,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,disallow;deny;,admit;allow;,10,7
650,gain,reduce,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,loss;reduce;fall_back;,gain;blow_up;,13,20
651,blur,focus,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,focus,blur,7,12
652,idle,work,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,run;busy;work;,idle,10,34
653,claim,disclaim,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,forfeit;disclaim;,claim,11,2
654,strengthen,weaken,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,weaken,strengthen,3,5
655,admit,deny,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,exclude;deny;reject;,admit;allow;,8,7
656,lose,profit,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,keep;find;profit;win;,lose,11,4
657,approve,disapprove,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,disapprove,approve,2,2
658,bless,curse,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,curse,bless,4,9
659,cheer,complain,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,complain,cheer,7,2
661,hide,show,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,show,hide,6,16
662,abolish,establish,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,establish,abolish,1,8
663,absorb,emit,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,emit,absorb,9,3
664,charge,discharge,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,discharge;pay_cash;,charge;enlist;,40,20
666,forget,remember,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,remember;mind;,forget,4,8
667,arrive,leave,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,leave,arrive,2,17
668,attend,miss,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,miss,attend;hit;have;,5,12
669,complicate,simplify,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,simplify,complicate,2,1
670,conserve,waste,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,waste,conserve,5,16
671,lower,raise,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,raise,level;lower;,16,31
673,appear,disappear,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,disappear,appear,7,4
674,level,raise,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,raise,level;lower;,19,31
675,enter,exit,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,exit;drop_out;,enter,9,6
676,differentiate,integrate,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,dedifferentiate;integrate;,differentiate;disintegrate;,6,4
677,differ,equal,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,equal,unequal;differ;,2,6
678,empty,fill,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,full;fill;,empty,10,11
679,shrink,stretch,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,stretch,shrink,6,20
680,advance,back,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,retreat;back;recede;,veer;ahead;advance;front;,20,28
681,divide,unite,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,multiply;unite;,divide,8,6
682,let,prevent,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,prevent,let,8,2
683,borrow,lend,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,lend,borrow,2,3
684,fail,manage,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,pass;succeed;manage;,fail,11,7
685,move,stay,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,stand_still;stay;,change;move;depart;,21,16
686,ride,walk,n,n,n,n,n,n,n,n,y,tbd,n,verb,both,walk,ride,16,17
687,connect,disconnect,n,n,n,n,n,n,n,n,y,tbd,y,verb,both,disconnect,connect,11,3
689,fast,rapid,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,slow,none,15,3
690,dark,grim,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,light,none,16,6
691,pale,light,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,none,heavy;dark;,7,47
692,weak,feeble,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,strong,none,12,4
694,small,tiny,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,big;large;,none,13,1
695,huge,large,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,none,small,1,11
696,narrow,slender,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,widen;wide;,none,10,5
697,broad,wide,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,none,narrow,9,11
698,poor,bad,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,rich,good,7,17
700,thin,fine,n,n,n,y,n,n,u,y,n,syn,n,adj,neither,full;thick;fat;thicken;,coarse,13,10
