idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w1/nospace,w2/nospace,w1/caps,w2/caps,,nospace:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,caps:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,,nospace/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,caps/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,space/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY
316,alike,j-coordinated,335,direct,inverse,0,indirect,0.9601,indirectly,implied,covert,proxy,0.0039,inverse,0.3479,indirectly,implied,covert,proxy,1,1,1,1,,,0,indirect,0.93,0.0003,inverse,0.115,,0.0001,indirect,0.9291,0.0001,inverse,0.0962,,,0,indirect,0.93,indirectly,implied,direct,proxy,0.0003,inverse,0.115,indirectly,implied,direct,proxy,,,0.0001,indirect,0.9291,indirectly,implied,direct,delegated,0.0001,inverse,0.0962,indirectly,implied,direct,delegated,,,0,women,0.1745,men,children,girls,boys,0,women,0.1354,men,children,girls,boys
317,alike,j-coordinated,336,indoor,outdoor,0.8848,outdoor,0.8848,outdoors,outside,out,exterior,0.7927,indoor,0.7927,outdoors,outside,out,exterior,1,1,1,0,,,0.7369,outdoor,0.7369,0.4395,indoor,0.4395,,0.7978,outdoor,0.7978,0.3617,indoors,0.5176,,,0.7369,outdoor,0.7369,outdoors,outside,out,exterior,0.4395,indoor,0.4395,outdoors,outside,out,exterior,,,0.7978,outdoor,0.7978,outdoors,outside,Outdoor,out,0.3617,indoors,0.5176,outdoors,outside,Outdoor,out,,,0,women,0.0792,old,foe,children,girls,0,women,0.0609,old,foe,children,girls
318,alike,j-coordinated,337,medical,surgical,0.0193,academic,0.0662,scientific,political,legal,religious,0.1291,cosmetic,0.1427,scientific,political,legal,religious,1,1,1,1,,,0.0085,religious,0.0421,0.1179,cosmetic,0.1573,,0.0203,religious,0.056,0.0737,cosmetic,0.2297,,,0.0085,religious,0.0421,lay,academic,students,general,0.1179,cosmetic,0.1573,lay,academic,students,general,,,0.0203,religious,0.056,academic,military,legal,political,0.0737,cosmetic,0.2297,academic,military,legal,political,,,0,women,0.0627,old,foe,fans,children,0,women,0.0643,old,foe,fans,children
319,alike,j-coordinated,338,aged,young,0.6402,young,0.6402,children,youth,younger,youthful,0.0003,old,0.9925,children,youth,younger,youthful,1,1,1,1,,,0.289,young,0.289,0.0003,old,0.9933,,0.7193,young,0.7193,0.0003,old,0.9926,,,0.289,young,0.289,children,youth,child,old,0.0003,old,0.9933,children,youth,child,old,,,0.7193,young,0.7193,youth,children,younger,youthful,0.0003,old,0.9926,youth,children,younger,youthful,,,0.0067,women,0.1171,old,foe,children,men,0.0001,women,0.1194,old,foe,children,men
320,alike,j-coordinated,339,complete,incomplete,0.3968,incomplete,0.3968,partial,imperfect,unfinished,flawed,0.1384,incomplete,0.2714,partial,imperfect,unfinished,flawed,1,1,0,1,,,0.0877,incomplete,0.0877,0.024,incomplete,0.1018,,0.0381,not,0.0537,0.0255,incomplete,0.1089,,,0.0877,incomplete,0.0877,not,fail,complete,imperfect,0.024,incomplete,0.1018,not,fail,complete,imperfect,,,0.0381,not,0.0537,complete,all,fail,incomplete,0.0255,incomplete,0.1089,complete,all,fail,incomplete,,,0,women,0.1891,men,children,old,girls,0,women,0.1061,men,children,old,girls
321,alike,j-coordinated,340,few,many,0.779,many,0.779,all,none,few,large,0.7194,few,0.7194,all,none,few,large,1,1,1,1,,,0.2084,many,0.2084,0.1889,few,0.1889,,0.4645,many,0.4645,0.643,few,0.643,,,0.2084,many,0.2084,none,mighty,few,large,0.1889,few,0.1889,none,mighty,few,large,,,0.4645,many,0.4645,all,none,few,far,0.643,few,0.643,all,none,few,far,,,0,women,0.148,old,children,girls,men,0.0001,women,0.0912,old,children,girls,men
322,alike,j-coordinated,341,general,local,0.0172,individual,0.1198,specific,individuals,politicians,particular,0.0006,national,0.4056,specific,individuals,politicians,particular,1,1,1,1,,,0.007,individual,0.0254,0.0003,visitors,0.1826,,0.0021,politician,0.083,0.0002,visitors,0.2359,,,0.007,individual,0.0254,president,politician,general,staff,0.0003,visitors,0.1826,president,politician,general,staff,,,0.0021,politician,0.083,civilian,soldier,general,officer,0.0002,visitors,0.2359,civilian,soldier,general,officer,,,0.0004,women,0.1048,old,foe,children,girls,0.0001,women,0.0768,old,foe,children,girls
323,alike,j-coordinated,342,efficient,inefficient,0.0204,effective,0.0308,expensive,dangerous,inefficient,cheap,0.0285,inefficient,0.0516,expensive,dangerous,inefficient,cheap,1,1,1,1,,,0.0253,not,0.0437,0.0127,inefficient,0.055,,0.0036,effective,0.035,0.0498,inefficient,0.0843,,,0.0253,not,0.0437,efficient,cheap,inefficient,effective,0.0127,inefficient,0.055,efficient,cheap,inefficient,effective,,,0.0036,effective,0.035,beautiful,reliable,safe,efficient,0.0498,inefficient,0.0843,beautiful,reliable,safe,efficient,,,0,women,0.1473,men,children,girls,old,0,women,0.11,men,children,girls,old
324,alike,j-coordinated,343,short,tall,0.0279,long,0.819,tall,medium,longer,fat,0.6785,short,0.6785,tall,medium,longer,fat,1,1,1,1,,,0.1085,long,0.1976,0.2326,short,0.2326,,0.115,long,0.2401,0.2403,short,0.2403,,,0.1085,long,0.1976,tall,wide,not,fat,0.2326,short,0.2326,tall,wide,not,fat,,,0.115,long,0.2401,tall,not,wide,short,0.2403,short,0.2403,tall,not,wide,short,,,0,women,0.1158,old,children,foe,girls,0,women,0.1114,old,children,foe,girls
325,alike,j-coordinated,344,anterior,posterior,0.9512,posterior,0.9512,lateral,medial,intermediate,inferior,0.6824,anterior,0.6824,lateral,medial,intermediate,inferior,0,0,0,0,,,0.0003,interior,0.7452,0.0317,senior,0.3784,,0.0001,interior,0.8731,0.0491,senior,0.3424,,,0.0003,interior,0.7452,exterior,rear,the,inside,0.0317,senior,0.3784,exterior,rear,the,inside,,,0.0001,interior,0.8731,Interior,inside,exterior,rear,0.0491,senior,0.3424,Interior,inside,exterior,rear,,,0,women,0.1232,old,children,girls,foe,0,women,0.1068,old,children,girls,foe
326,alike,j-coordinated,345,involuntary,voluntary,0.9182,voluntary,0.9182,involuntary,voluntarily,conscious,natural,0.2885,involuntary,0.2885,involuntary,voluntarily,conscious,natural,0,1,0,0,,,0.1041,involuntary,0.2571,0.1333,involuntary,0.1333,,0.1467,involuntary,0.3423,0.0725,not,0.0899,,,0.1041,involuntary,0.2571,voluntary,coerced,compulsory,mandatory,0.1333,involuntary,0.1333,voluntary,coerced,compulsory,mandatory,,,0.1467,involuntary,0.3423,voluntary,coerced,forced,compulsory,0.0725,not,0.0899,voluntary,coerced,forced,compulsory,,,0,women,0.0799,old,foe,children,girls,0,women,0.1243,old,foe,children,girls
327,alike,j-coordinated,346,deep,shallow,0.2827,shallow,0.2827,wide,thin,superficial,light,0.4713,deep,0.4713,wide,thin,superficial,light,1,1,1,1,,,0.4654,shallow,0.4654,0.7051,deep,0.7051,,0.1392,shallow,0.1392,0.0966,deep,0.0966,,,0.4654,shallow,0.4654,deep,thin,superficial,light,0.7051,deep,0.7051,deep,thin,superficial,light,,,0.1392,shallow,0.1392,wide,deep,rich,dark,0.0966,deep,0.0966,wide,deep,rich,dark,,,0,women,0.1184,old,children,men,girls,0,women,0.1011,old,children,men,girls
328,alike,j-coordinated,347,acute,chronic,0.5967,chronic,0.5967,acute,transient,peripheral,severe,0.8752,acute,0.8752,acute,transient,peripheral,severe,1,1,1,1,,,0.481,chronic,0.481,0.7079,acute,0.7079,,0.7503,chronic,0.7503,0.7063,acute,0.7063,,,0.481,chronic,0.481,acute,mild,severe,normal,0.7079,acute,0.7079,acute,mild,severe,normal,,,0.7503,chronic,0.7503,acute,mild,severe,permanent,0.7063,acute,0.7063,acute,mild,severe,permanent,,,0,women,0.1214,old,foe,children,men,0,women,0.0749,old,foe,children,men
329,alike,j-coordinated,348,active,extinct,0.0001,passive,0.8283,inactive,retired,reactive,dormant,0.0026,living,0.1546,inactive,retired,reactive,dormant,1,1,1,1,,,0.0001,passive,0.7211,0.0011,extinct,0.1728,,0,passive,0.7536,0.0009,extinct,0.2136,,,0.0001,passive,0.7211,inactive,retired,dormant,reactive,0.0011,extinct,0.1728,inactive,retired,dormant,reactive,,,0,passive,0.7536,retired,inactive,lazy,old,0.0009,extinct,0.2136,retired,inactive,lazy,old,,,0,women,0.0943,old,foe,children,girls,0,women,0.1194,old,foe,children,girls
330,alike,j-coordinated,349,complex,simple,0.3117,simple,0.3117,straightforward,simplistic,predictable,mundane,0.1132,elegant,0.1974,straightforward,simplistic,predictable,mundane,1,0,1,1,,,0.4655,simple,0.4655,0.0505,complex,0.0505,,0.4039,simple,0.4039,0.0188,all,0.0923,,,0.4655,simple,0.4655,straightforward,simplistic,easy,trivial,0.0505,complex,0.0505,straightforward,simplistic,easy,trivial,,,0.4039,simple,0.4039,straightforward,beautiful,elegant,simplistic,0.0188,all,0.0923,straightforward,beautiful,elegant,simplistic,,,0.0002,women,0.1055,old,children,girls,foe,0,women,0.2131,old,children,girls,foe
331,alike,j-coordinated,350,endemic,epidemic,0.0038,invasive,0.1853,endemic,exotic,tropical,feral,0.0021,epidemic,0.128,endemic,exotic,tropical,feral,0,1,1,1,,,0.069,epidemic,0.069,0.0031,epidemic,0.1767,,0.0345,endemic,0.0418,0.0057,epidemic,0.1764,,,0.069,epidemic,0.069,endemic,disease,viral,seasonal,0.0031,epidemic,0.1767,endemic,disease,viral,seasonal,,,0.0345,endemic,0.0418,epidemic,rare,species,human,0.0057,epidemic,0.1764,epidemic,rare,species,human,,,0,women,0.0824,old,foe,children,girls,0,women,0.0715,old,foe,children,girls
332,alike,j-coordinated,352,consistent,inconsistent,0.0633,unpredictable,0.1138,inconsistent,unreliable,erratic,volatile,0.0197,unreliable,0.0377,inconsistent,unreliable,erratic,volatile,0,1,0,1,,,0.1172,inconsistent,0.1172,0.0259,contradictory,0.1126,,0.1078,inconsistent,0.1078,0.0586,inconsistent,0.1434,,,0.1172,inconsistent,0.1172,contradictory,unpredictable,different,consistent,0.0259,contradictory,0.1126,contradictory,unpredictable,different,consistent,,,0.1078,inconsistent,0.1078,unpredictable,unreliable,contradictory,consistent,0.0586,inconsistent,0.1434,unpredictable,unreliable,contradictory,consistent,,,0,women,0.0821,old,foe,children,girls,0,women,0.0847,old,foe,children,girls
333,alike,j-coordinated,353,gross,net,0.7089,net,0.7089,fat,gross,profit,fair,0.0053,net,0.301,fat,gross,profit,fair,0,1,0,1,,,0.0003,women,0.065,0.0001,net,0.0803,,0.0007,look,0.0355,0.0001,net,0.0813,,,0.0003,women,0.065,men,feel,look,people,0.0001,net,0.0803,men,feel,look,people,,,0.0007,look,0.0355,feel,fair,weigh,gross,0.0001,net,0.0813,feel,fair,weigh,gross,,,0,women,0.1279,old,children,men,girls,0,women,0.0862,old,children,men,girls
334,alike,j-coordinated,355,irrational,rational,0.525,rational,0.525,logical,sane,irrational,sensible,0.7099,irrational,0.7099,logical,sane,irrational,sensible,1,1,1,1,,,0.1319,rational,0.1319,0.814,irrational,0.814,,0.1333,rational,0.1333,0.2387,irrational,0.2387,,,0.1319,rational,0.1319,sane,irrational,logical,insane,0.814,irrational,0.814,sane,irrational,logical,insane,,,0.1333,rational,0.1333,irrational,logical,sane,sensible,0.2387,irrational,0.2387,irrational,logical,sane,sensible,,,0.0001,women,0.1137,old,foe,children,girls,0,women,0.0921,old,foe,children,girls
335,alike,j-coordinated,356,abstract,concrete,0.1766,concrete,0.1766,practical,real,literal,actual,0.0001,wood,0.1148,practical,real,literal,actual,0,1,0,1,,,0.0936,real,0.1243,0.0006,steel,0.095,,0.0011,conclusion,0.0971,0.0003,steel,0.1251,,,0.0936,real,0.1243,concrete,practical,realistic,tangible,0.0006,steel,0.095,concrete,practical,realistic,tangible,,,0.0011,conclusion,0.0971,prose,headline,presentation,text,0.0003,steel,0.1251,prose,headline,presentation,text,,,0,women,0.1134,old,children,girls,foe,0,women,0.0919,old,children,girls,foe
336,alike,j-coordinated,357,conditional,unconditional,0.1088,definite,0.1398,absolute,unconditional,indefinite,explicit,0.3711,conditional,0.3711,absolute,unconditional,indefinite,explicit,0,0,0,0,,,0.2658,unconditional,0.2658,0.0598,unconditional,0.1537,,0.247,unconditional,0.247,0.06,unconditional,0.179,,,0.2658,unconditional,0.2658,absolute,conditional,mandatory,explicit,0.0598,unconditional,0.1537,absolute,conditional,mandatory,explicit,,,0.247,unconditional,0.247,absolute,exclusive,conditional,mandatory,0.06,unconditional,0.179,absolute,exclusive,conditional,mandatory,,,0,women,0.0985,old,foe,children,girls,0,women,0.1214,old,foe,children,girls
337,alike,j-coordinated,358,intermediate,terminal,0.0001,advanced,0.0862,senior,novice,beginner,beginners,0.0001,server,0.0364,senior,novice,beginner,beginners,1,1,1,1,,,0,advanced,0.6343,0.0007,human,0.0274,,0,advanced,0.4605,0.0001,human,0.0759,,,0,advanced,0.6343,senior,intermediate,beginner,beginners,0.0007,human,0.0274,senior,intermediate,beginner,beginners,,,0,advanced,0.4605,senior,intermediate,Advanced,beginner,0.0001,human,0.0759,senior,intermediate,Advanced,beginner,,,0,women,0.0988,old,foe,children,girls,0,women,0.0675,old,foe,children,girls
338,alike,j-coordinated,359,following,leading,0.0004,not,0.0663,fans,readers,commenting,commenters,0.3086,following,0.3086,fans,readers,commenting,commenters,1,0,1,1,,,0.0008,following,0.0356,0.1329,followers,0.2605,,0.0022,following,0.0341,0.6248,following,0.6248,,,0.0008,following,0.0356,friends,fans,followers,commenting,0.1329,followers,0.2605,friends,fans,followers,commenting,,,0.0022,following,0.0341,subscribing,not,commenting,fans,0.6248,following,0.6248,subscribing,not,commenting,fans,,,0,women,0.1783,men,children,girls,boys,0,women,0.0805,men,children,girls,boys
339,alike,j-coordinated,360,fair,unfair,0.2024,unjust,0.2246,unfair,foul,unequal,square,0.4766,fair,0.4766,unfair,foul,unequal,square,0,0,0,0,,,0.261,unfair,0.261,0.0358,unjust,0.1621,,0.1857,unfair,0.1857,0.0271,unjust,0.1553,,,0.261,unfair,0.261,unjust,foul,square,unequal,0.0358,unjust,0.1621,unjust,foul,square,unequal,,,0.1857,unfair,0.1857,square,fair,unjust,foul,0.0271,unjust,0.1553,square,fair,unjust,foul,,,0,women,0.1284,old,men,children,foe,0.0002,women,0.088,old,men,children,foe
340,alike,j-coordinated,361,conventional,nuclear,0.0008,unconventional,0.1499,revolutionary,insurgent,unorthodox,not,0.9131,conventional,0.9131,revolutionary,insurgent,unorthodox,not,1,1,1,1,,,0.0001,unconventional,0.2548,0.4943,conventional,0.4943,,0.0001,unconventional,0.3334,0.5331,conventional,0.5331,,,0.0001,unconventional,0.2548,unorthodox,not,radical,experimental,0.4943,conventional,0.4943,unorthodox,not,radical,experimental,,,0.0001,unconventional,0.3334,not,unorthodox,radical,controversial,0.5331,conventional,0.5331,not,unorthodox,radical,controversial,,,0,women,0.0879,old,foe,children,girls,0,women,0.0676,old,foe,children,girls
341,alike,j-coordinated,362,reliable,unreliable,0.4868,unreliable,0.4868,trustworthy,unpredictable,reliable,corrupt,0.1312,reliable,0.1312,trustworthy,unpredictable,reliable,corrupt,1,0,0,0,,,0.1936,unreliable,0.1936,0.0139,unreliable,0.2072,,0.0677,trustworthy,0.1087,0.0198,unreliable,0.3933,,,0.1936,unreliable,0.1936,trustworthy,reliable,unpredictable,honest,0.0139,unreliable,0.2072,trustworthy,reliable,unpredictable,honest,,,0.0677,trustworthy,0.1087,reliable,unreliable,unpredictable,honest,0.0198,unreliable,0.3933,reliable,unreliable,unpredictable,honest,,,0,women,0.0852,old,foe,children,girls,0,women,0.0785,old,foe,children,girls
342,alike,j-coordinated,363,foolish,wise,0.2694,wise,0.2694,brave,clever,cunning,stupid,0.4522,foolish,0.4522,brave,clever,cunning,stupid,1,1,1,1,,,0.1103,wise,0.1103,0.5789,foolish,0.5789,,0.133,wise,0.133,0.3568,foolish,0.3568,,,0.1103,wise,0.1103,brave,foolish,stupid,smart,0.5789,foolish,0.5789,brave,foolish,stupid,smart,,,0.133,wise,0.133,brave,foolish,stupid,smart,0.3568,foolish,0.3568,brave,foolish,stupid,smart,,,0.0019,women,0.1298,old,foe,men,children,0.0002,women,0.0946,old,foe,men,children
343,alike,j-coordinated,364,impractical,practical,0.1032,practical,0.1032,impractical,logical,realistic,impossible,0.001,philosophical,0.0602,impractical,logical,realistic,impossible,0,1,0,1,,,0.0293,spiritual,0.0314,0.0027,theoretical,0.2149,,0.0174,spiritual,0.049,0.0031,spiritual,0.0789,,,0.0293,spiritual,0.0314,practical,aesthetic,symbolic,fantasy,0.0027,theoretical,0.2149,practical,aesthetic,symbolic,fantasy,,,0.0174,spiritual,0.049,poetic,romantic,symbolic,philosophical,0.0031,spiritual,0.0789,poetic,romantic,symbolic,philosophical,,,0.0001,women,0.121,old,girls,children,men,0,women,0.1104,old,girls,children,men
344,alike,j-coordinated,365,definite,indefinite,0.2999,indefinite,0.2999,uncertain,vague,arbitrary,hypothetical,0.3362,definite,0.3362,uncertain,vague,arbitrary,hypothetical,0,0,0,0,,,0.0193,uncertain,0.0482,0.0012,temporary,0.3203,,0.0139,subjective,0.0716,0.0049,temporary,0.0872,,,0.0193,uncertain,0.0482,conditional,contingent,subjective,hypothetical,0.0012,temporary,0.3203,conditional,contingent,subjective,hypothetical,,,0.0139,subjective,0.0716,uncertain,conditional,hypothetical,vague,0.0049,temporary,0.0872,uncertain,conditional,hypothetical,vague,,,0,women,0.1993,men,children,girls,old,0,women,0.12,men,children,girls,old
345,alike,j-coordinated,366,orthodox,unorthodox,0.0007,secular,0.6574,liberal,atheist,atheists,modern,0.0331,conventional,0.3109,liberal,atheist,atheists,modern,1,0,1,0,,,0.0015,secular,0.3709,0.2028,orthodox,0.2028,,0,secular,0.4273,0.4129,orthodox,0.4129,,,0.0015,secular,0.3709,atheist,atheists,liberal,orthodox,0.2028,orthodox,0.2028,atheist,atheists,liberal,orthodox,,,0,secular,0.4273,Catholics,atheist,atheists,Muslim,0.4129,orthodox,0.4129,Catholics,atheist,atheists,Muslim,,,0,women,0.0905,old,foe,children,girls,0.0001,women,0.1127,old,foe,children,girls
346,alike,j-coordinated,367,relaxed,tense,0.0399,stressed,0.048,tense,energetic,anxious,intense,0.0152,tense,0.0498,tense,energetic,anxious,intense,1,1,1,1,,,0.0282,stressed,0.0964,0.0041,present,0.0669,,0.0338,stressed,0.094,0.0224,tense,0.0757,,,0.0282,stressed,0.0964,anxious,energetic,tense,alert,0.0041,present,0.0669,anxious,energetic,tense,alert,,,0.0338,stressed,0.094,anxious,busy,restless,tense,0.0224,tense,0.0757,anxious,busy,restless,tense,,,0,women,0.1401,men,children,girls,old,0,women,0.1096,men,children,girls,old
347,alike,j-coordinated,368,international,national,0.1216,domestic,0.4884,local,national,regional,locals,0.1392,local,0.5366,local,national,regional,locals,1,1,1,1,,,0.1245,local,0.3872,0.165,local,0.3407,,0.0861,local,0.4225,0.1028,local,0.5413,,,0.1245,local,0.3872,domestic,national,locals,regional,0.165,local,0.3407,domestic,national,locals,regional,,,0.0861,local,0.4225,domestic,national,locals,regional,0.1028,local,0.5413,domestic,national,locals,regional,,,0.0002,women,0.0798,old,children,foe,politicians,0.0002,women,0.0934,old,children,foe,politicians
348,alike,j-coordinated,369,irrelevant,relevant,0.0682,important,0.0684,relevant,useful,valuable,irrelevant,0.2889,irrelevant,0.2889,relevant,useful,valuable,irrelevant,1,1,1,1,,,0.0412,irrelevant,0.0842,0.3782,irrelevant,0.3782,,0.0626,irrelevant,0.1341,0.2114,irrelevant,0.2114,,,0.0412,irrelevant,0.0842,useful,relevant,important,valuable,0.3782,irrelevant,0.3782,useful,relevant,important,valuable,,,0.0626,irrelevant,0.1341,relevant,important,useful,interesting,0.2114,irrelevant,0.2114,relevant,important,useful,interesting,,,0,women,0.0805,old,foe,children,girls,0,women,0.0909,old,foe,children,girls
349,alike,j-coordinated,370,downstairs,upstairs,0.921,upstairs,0.921,up,above,attic,overhead,0.9106,downstairs,0.9106,up,above,attic,overhead,1,1,1,1,,,0.891,upstairs,0.891,0.8931,downstairs,0.8931,,0.9361,upstairs,0.9361,0.8523,downstairs,0.8523,,,0.891,upstairs,0.891,up,above,downstairs,attic,0.8931,downstairs,0.8931,up,above,downstairs,attic,,,0.9361,upstairs,0.9361,up,above,downstairs,overhead,0.8523,downstairs,0.8523,up,above,downstairs,overhead,,,0,women,0.0771,old,foe,children,girls,0,women,0.0871,old,foe,children,girls
350,alike,j-coordinated,371,left,right,0.9978,right,0.9978,center,centre,Right,conservatives,0.9933,left,0.9933,center,centre,Right,conservatives,1,1,1,1,,,0.9874,right,0.9874,0.9161,left,0.9161,,0.8554,right,0.8554,0.8349,left,0.8349,,,0.9874,right,0.9874,conservatives,center,centre,conservative,0.9161,left,0.9161,conservatives,center,centre,conservative,,,0.8554,right,0.8554,Right,center,centre,left,0.8349,left,0.8349,Right,center,centre,left,,,0.0047,women,0.1221,old,girls,children,men,0.001,women,0.1074,old,girls,children,men
351,alike,j-coordinated,372,exterior,interior,0.9818,interior,0.9818,inside,internal,Interior,exterior,0.9892,exterior,0.9892,inside,internal,Interior,exterior,1,1,1,1,,,0.9519,interior,0.9519,0.9863,exterior,0.9863,,0.9548,interior,0.9548,0.9786,exterior,0.9786,,,0.9519,interior,0.9519,inside,exterior,internal,cabin,0.9863,exterior,0.9863,inside,exterior,internal,cabin,,,0.9548,interior,0.9548,inside,Interior,internal,cabin,0.9786,exterior,0.9786,inside,Interior,internal,cabin,,,0,women,0.0745,old,foe,children,girls,0,women,0.0745,old,foe,children,girls
352,alike,j-coordinated,373,angular,rounded,0.0048,geometric,0.1011,spherical,circular,linear,complex,0.0495,square,0.0621,spherical,circular,linear,complex,1,1,1,1,,,0.0014,square,0.244,0.0237,round,0.0648,,0,Catholic,0.1068,0.0204,broken,0.0853,,,0.0014,square,0.244,round,rectangular,geometric,spherical,0.0237,round,0.0648,round,rectangular,geometric,spherical,,,0,Catholic,0.1068,Orthodox,fundamentalist,liberal,Christian,0.0204,broken,0.0853,Orthodox,fundamentalist,liberal,Christian,,,0,women,0.0849,old,foe,children,girls,0,women,0.1832,old,foe,children,girls
353,alike,j-coordinated,374,active,inactive,0.0356,passive,0.8283,inactive,retired,reactive,dormant,0.7557,active,0.7557,inactive,retired,reactive,dormant,1,1,1,1,,,0.0613,passive,0.7211,0.1746,active,0.1746,,0.045,passive,0.7536,0.1298,active,0.1298,,,0.0613,passive,0.7211,inactive,retired,dormant,reactive,0.1746,active,0.1746,inactive,retired,dormant,reactive,,,0.045,passive,0.7536,retired,inactive,lazy,old,0.1298,active,0.1298,retired,inactive,lazy,old,,,0,women,0.0943,old,foe,children,girls,0,women,0.0926,old,foe,children,girls
354,alike,j-coordinated,375,nonviolent,violent,0.3312,violent,0.3312,armed,militant,aggressive,military,0.1128,peaceful,0.1647,armed,militant,aggressive,military,1,1,1,1,,,0.5742,violent,0.5742,0.1946,peaceful,0.2509,,0.8511,violent,0.8511,0.1895,peaceful,0.2439,,,0.5742,violent,0.5742,aggressive,militant,nonviolent,criminal,0.1946,peaceful,0.2509,aggressive,militant,nonviolent,criminal,,,0.8511,violent,0.8511,militant,nonviolent,aggressive,peaceful,0.1895,peaceful,0.2439,militant,nonviolent,aggressive,peaceful,,,0,women,0.0771,old,foe,children,girls,0,women,0.0968,old,foe,children,girls
355,alike,j-coordinated,376,maternal,paternal,0.8282,paternal,0.8282,father,infant,child,male,0.7194,maternal,0.7194,father,infant,child,male,1,1,1,1,,,0.8392,paternal,0.8392,0.6638,maternal,0.6638,,0.8206,paternal,0.8206,0.6661,maternal,0.6661,,,0.8392,paternal,0.8392,child,male,infant,father,0.6638,maternal,0.6638,child,male,infant,father,,,0.8206,paternal,0.8206,child,father,infant,male,0.6661,maternal,0.6661,child,father,infant,male,,,0,women,0.0898,old,foe,children,girls,0,women,0.0837,old,foe,children,girls
356,alike,j-coordinated,377,imperfect,perfect,0.4326,perfect,0.4326,flawless,imperfect,beautiful,ideal,0.5148,imperfect,0.5148,flawless,imperfect,beautiful,ideal,1,1,1,0,,,0.3698,perfect,0.3698,0.4849,imperfect,0.4849,,0.3289,perfect,0.3289,0.2412,flawed,0.2485,,,0.3698,perfect,0.3698,imperfect,beautiful,flawed,flawless,0.4849,imperfect,0.4849,imperfect,beautiful,flawed,flawless,,,0.3289,perfect,0.3289,beautiful,flawed,flawless,imperfect,0.2412,flawed,0.2485,beautiful,flawed,flawless,imperfect,,,0,women,0.1339,old,girls,children,foe,0,women,0.1389,old,girls,children,foe
357,alike,j-coordinated,378,cooked,raw,0.774,raw,0.774,not,fresh,frozen,cold,0.0156,refined,0.1707,not,fresh,frozen,cold,0,1,1,1,,,0.0242,prepared,0.0542,0.0388,refined,0.1533,,0.859,raw,0.859,0,independents,0.0712,,,0.0242,prepared,0.0542,baked,cooked,served,fried,0.0388,refined,0.1533,baked,cooked,served,fried,,,0.859,raw,0.859,frozen,fresh,not,boiled,0,independents,0.0712,frozen,fresh,not,boiled,,,0,women,0.1163,old,children,foe,girls,0,women,0.0805,old,children,foe,girls
358,alike,j-coordinated,379,least,most,0.7101,most,0.7101,best,greatest,largest,richest,0.0339,all,0.2314,best,greatest,largest,richest,1,0,1,1,,,0.637,most,0.637,0.1062,least,0.1062,,0.8784,most,0.8784,0.1912,all,0.2593,,,0.637,most,0.637,greatest,best,least,richest,0.1062,least,0.1062,greatest,best,least,richest,,,0.8784,most,0.8784,least,best,greatest,Most,0.1912,all,0.2593,least,best,greatest,Most,,,0,women,0.0758,old,foe,children,girls,0.0001,women,0.1295,old,foe,children,girls
359,alike,j-coordinated,380,maximal,minimal,0.0703,minimal,0.0703,average,moderate,low,trivial,0.0064,traditional,0.0285,average,moderate,low,trivial,0,1,0,1,,,0.0103,not,0.0313,0.0012,all,0.0259,,0.0078,not,0.0223,0.0053,not,0.0195,,,0.0103,not,0.0313,maximum,maximal,ultra,minimal,0.0012,all,0.0259,maximum,maximal,ultra,minimal,,,0.0078,not,0.0223,infinite,maximal,epic,mighty,0.0053,not,0.0195,infinite,maximal,epic,mighty,,,0,women,0.1102,old,children,girls,foe,0,women,0.1191,old,children,girls,foe
360,alike,j-coordinated,381,intended,unintended,0.3294,unintended,0.3294,accidental,not,unintentional,otherwise,0.3945,intended,0.3945,accidental,not,unintentional,otherwise,1,0,1,0,,,0.2503,unintended,0.2503,0.0332,unintended,0.2563,,0.3376,unintended,0.3376,0.1175,unintended,0.3358,,,0.2503,unintended,0.2503,intended,not,accidental,unintentional,0.0332,unintended,0.2563,intended,not,accidental,unintentional,,,0.3376,unintended,0.3376,intended,unintentional,accidental,not,0.1175,unintended,0.3358,intended,unintentional,accidental,not,,,0,women,0.1051,old,children,foe,girls,0,women,0.0775,old,children,foe,girls
