idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w1YprobX,w1YtopX,w1YtopXprob,w1Y2ndX,w1Y3rdX,w1Y4thX,w1Y5thX,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w2YprobX,w2YtopX,w2YtopXprob,w2Y2ndX,w2Y3rdX,w2Y4thX,w2Y5thX
8865,XcommanotY,j-negated,347,acute,chronic,0.0022,specified,0.0799,classified,defined,available,known,0.2062,chronic,0.2062,classified,defined,available,known,0.0537,acute,0.0537,classified,defined,available,known,0.3128,acute,0.3128,classified,defined,available,known
8866,notXbutY,j-negated,347,acute,chronic,0.0218,severe,0.0608,still,mild,nonetheless,significant,0.187,chronic,0.187,still,mild,nonetheless,significant,0.0242,severe,0.0483,still,mild,nonetheless,significant,0.3182,acute,0.3182,still,mild,nonetheless,significant
8867,notXcommaY,j-negated,347,acute,chronic,0.0035,but,0.188,however,or,yet,severe,0.0033,specified,0.038,however,or,yet,severe,0.0085,but,0.2373,however,or,yet,severe,0.0078,ifiable,0.0253,however,or,yet,severe
8868,XandnotY,j-negated,347,acute,chronic,0.0344,permanent,0.0469,recurring,chronic,reversible,severe,0.1791,chronic,0.1791,recurring,chronic,reversible,severe,0.1321,acute,0.1321,recurring,chronic,reversible,severe,0.1313,acute,0.1313,recurring,chronic,reversible,severe
8869,insteadof,j-negated,347,acute,chronic,0.6349,chronic,0.6349,acute,severe,mild,moderate,0.6762,chronic,0.6762,acute,severe,mild,moderate,0.8299,acute,0.8299,acute,severe,mild,moderate,0.4381,acute,0.4381,acute,severe,mild,moderate
8870,opposedto,j-negated,347,acute,chronic,0.65,chronic,0.65,acute,primary,permanent,</s>,0.7369,chronic,0.7369,acute,primary,permanent,</s>,0.8598,acute,0.8598,acute,primary,permanent,</s>,0.824,acute,0.824,acute,primary,permanent,</s>
8871,XbutnotY,restrictive,347,acute,chronic,0.0951,severe,0.1075,chronic,permanent,fatal,critical,0.0781,severe,0.1442,chronic,permanent,fatal,critical,0.0971,fatal,0.1881,chronic,permanent,fatal,critical,0.0371,severe,0.108,chronic,permanent,fatal,critical
8872,notXbutnotY,negatedX2,347,acute,chronic,0.0637,severe,0.1726,chronic,permanent,fatal,acute,0.0699,severe,0.1499,chronic,permanent,fatal,acute,0.0747,acute,0.0747,chronic,permanent,fatal,acute,0.0435,mild,0.0754,chronic,permanent,fatal,acute
8873,notonlyXbutY,additive,347,acute,chronic,0.1779,chronic,0.1779,also,permanent,persistent,recurrent,0.0759,chronic,0.0759,also,permanent,persistent,recurrent,0.0114,also,0.2711,also,permanent,persistent,recurrent,0.0701,severe,0.0811,also,permanent,persistent,recurrent
8874,notXbutjustY,restrictive,347,acute,chronic,0.0179,mild,0.0548,normal,temporary,symptoms,chronic,0.2245,chronic,0.2245,normal,temporary,symptoms,chronic,0.0018,occasional,0.0956,normal,temporary,symptoms,chronic,0.0815,acute,0.0815,normal,temporary,symptoms,chronic
8875,morethan,j-comparative,347,acute,chronic,0.0021,expected,0.1455,average,usual,others,ever,0.7641,chronic,0.7641,average,usual,others,ever,0.3155,acute,0.3155,average,usual,others,ever,0.6387,acute,0.6387,average,usual,others,ever
8876,ratherthan,j-comparative,347,acute,chronic,0.8863,chronic,0.8863,acute,permanent,transient,prolonged,0.8635,chronic,0.8635,acute,permanent,transient,prolonged,0.9216,acute,0.9216,acute,permanent,transient,prolonged,0.5991,acute,0.5991,acute,permanent,transient,prolonged
8877,between,j-distinguished,347,acute,chronic,0.7699,chronic,0.7699,severe,acute,recovery,coma,0.356,chronic,0.356,severe,acute,recovery,coma,0.5673,acute,0.5673,severe,acute,recovery,coma,0.8267,acute,0.8267,severe,acute,recovery,coma
8878,fromto,j-transitional,347,acute,chronic,0.4095,chronic,0.4095,moderate,mild,severe,acute,0.1641,mild,0.3432,moderate,mild,severe,acute,0.2918,acute,0.2918,moderate,mild,severe,acute,0.6883,acute,0.6883,moderate,mild,severe,acute
8879,question,j-interrogative,347,acute,chronic,0.8987,chronic,0.8987,permanent,acute,recurrent,systemic,0.8792,chronic,0.8792,permanent,acute,recurrent,systemic,0.7865,acute,0.7865,permanent,acute,recurrent,systemic,0.8685,acute,0.8685,permanent,acute,recurrent,systemic
8880,XbutY,contrastive,347,acute,chronic,0.015,stable,0.1466,manageable,mild,reversible,improving,0.0239,mild,0.1704,manageable,mild,reversible,improving,0.0021,manageable,0.0897,manageable,mild,reversible,improving,0.0091,small,0.107,manageable,mild,reversible,improving
8881,XyetY,contrastive,347,acute,chronic,0.0061,manageable,0.0858,?,unknown,not,unresolved,0.0,not,0.9602,?,unknown,not,unresolved,0.0021,?,0.037,?,unknown,not,unresolved,0.0013,not,0.8091,?,unknown,not,unresolved
8882,versus,j-residual,347,acute,chronic,0.4814,chronic,0.4814,placebo,general,total,cumulative,0.5729,chronic,0.5729,placebo,general,total,cumulative,0.7667,acute,0.7667,placebo,general,total,cumulative,0.9321,acute,0.9321,placebo,general,total,cumulative
8883,alike,j-coordinated,348,active,extinct,0.0001,passive,0.8283,inactive,retired,reactive,dormant,0.0,passive,0.7938,inactive,retired,reactive,dormant,0.0026,living,0.1546,inactive,retired,reactive,dormant,0.0057,living,0.6271,inactive,retired,reactive,dormant
8884,whether,j-coordinated,348,active,extinct,0.0001,not,0.3686,inactive,dormant,passive,retired,0.0001,passive,0.5691,inactive,dormant,passive,retired,0.0015,not,0.39,inactive,dormant,passive,retired,0.0022,living,0.2266,inactive,dormant,passive,retired
8885,either,j-coordinated,348,active,extinct,0.0002,inactive,0.6389,dormant,passive,not,active,0.0001,inactive,0.2839,dormant,passive,not,active,0.0009,extinct,0.1512,dormant,passive,not,active,0.0027,extinct,0.2317,dormant,passive,not,active
8886,neither,j-coordinated,348,active,extinct,0.0029,inactive,0.2453,passive,retired,active,dormant,0.0003,passive,0.4462,passive,retired,active,dormant,0.0004,extant,0.2706,passive,retired,active,dormant,0.0024,extant,0.3728,passive,retired,active,dormant
8887,both,j-coordinated,348,active,extinct,0.0004,passive,0.6726,inactive,dormant,retired,not,0.0,passive,0.8932,inactive,dormant,retired,not,0.0074,extant,0.2757,inactive,dormant,retired,not,0.0033,living,0.3967,inactive,dormant,retired,not
8888,aswellas,j-coordinated,348,active,extinct,0.0005,retired,0.3134,passive,inactive,retiring,the,0.0002,passive,0.2724,passive,inactive,retiring,the,0.0025,extinct,0.0709,passive,inactive,retiring,the,0.0011,extinct,0.162,passive,inactive,retiring,the
8889,or,j-coordinated,348,active,extinct,0.0007,inactive,0.3246,dormant,retired,not,passive,0.0003,retired,0.1422,dormant,retired,not,passive,0.0003,extinct,0.1746,dormant,retired,not,passive,0.0005,rare,0.3253,dormant,retired,not,passive
8890,and,j-coordinated,348,active,extinct,0.0023,inactive,0.1141,active,.,retired,dormant,0.0,young,0.1689,active,.,retired,dormant,0.0013,extinct,0.2582,active,.,retired,dormant,0.0028,rare,0.1225,active,.,retired,dormant
8891,XnotY,j-negated,348,active,extinct,0.0,available,0.1469,found,active,detected,listed,0.0,is,0.1807,found,active,detected,listed,0.0,known,0.1582,found,active,detected,listed,0.0,but,0.5568,found,active,detected,listed
8892,XcommanotY,j-negated,348,active,extinct,0.0001,active,0.4598,available,visible,detected,yet,0.0002,inactive,0.1974,available,visible,detected,yet,0.0002,known,0.2525,available,visible,detected,yet,0.0056,extinct,0.2153,available,visible,detected,yet
8893,notXbutY,j-negated,348,active,extinct,0.0001,active,0.0688,close,interested,...,available,0.0,",",0.057,close,interested,...,available,0.0004,disappearing,0.084,close,interested,...,available,0.0003,extinct,0.3969,close,interested,...,available
8894,notXcommaY,j-negated,348,active,extinct,0.0,yet,0.0443,or,2016,but,2015,0.0,available,0.1123,or,2016,but,2015,0.0005,but,0.1667,or,2016,but,2015,0.0006,extant,0.2325,or,2016,but,2015
8895,XandnotY,j-negated,348,active,extinct,0.0005,active,0.292,.,available,detected,inactive,0.0001,inactive,0.078,.,available,detected,inactive,0.0004,found,0.1205,.,available,detected,inactive,0.0112,alive,0.0777,.,available,detected,inactive
8896,insteadof,j-negated,348,active,extinct,0.0,passive,0.169,inactive,active,dormant,silent,0.0,passive,0.1692,inactive,active,dormant,silent,0.0007,extinct,0.3872,inactive,active,dormant,silent,0.0002,extinct,0.1285,inactive,active,dormant,silent
8897,opposedto,j-negated,348,active,extinct,0.0001,passive,0.1235,the,</s>,voting,active,0.0,passive,0.7409,the,</s>,voting,active,0.0016,extinct,0.2196,the,</s>,voting,active,0.0007,extinct,0.2402,the,</s>,voting,active
8898,XbutnotY,restrictive,348,active,extinct,0.0001,active,0.0547,participating,visible,engaged,online,0.0,registered,0.1139,participating,visible,engaged,online,0.0,extinct,0.4624,participating,visible,engaged,online,0.0,rare,0.3983,participating,visible,engaged,online
8899,notXbutnotY,negatedX2,348,active,extinct,0.0005,inactive,0.1066,visible,forgotten,interested,dead,0.0001,inactive,0.0974,visible,forgotten,interested,dead,0.0003,extinct,0.2115,visible,forgotten,interested,dead,0.0014,thriving,0.0843,visible,forgotten,interested,dead
8900,notonlyXbutY,additive,348,active,extinct,0.0,also,0.0511,active,successful,effective,influential,0.0,awake,0.0497,active,successful,effective,influential,0.0002,also,0.0664,active,successful,effective,influential,0.0002,rare,0.1996,active,successful,effective,influential
8901,notXbutjustY,restrictive,348,active,extinct,0.0,watching,0.0446,curious,browsing,listening,there,0.0001,active,0.0217,curious,browsing,listening,there,0.0004,disappearing,0.0622,curious,browsing,listening,there,0.0,extinct,0.3118,curious,browsing,listening,there
8902,morethan,j-comparative,348,active,extinct,0.0,ever,0.1477,average,others,before,the,0.0001,passive,0.281,average,others,before,the,0.0,ever,0.1249,average,others,before,the,0.0025,endangered,0.1619,average,others,before,the
8903,ratherthan,j-comparative,348,active,extinct,0.0,passive,0.9228,reactive,static,inactive,lazy,0.0,passive,0.7367,reactive,static,inactive,lazy,0.0002,extinct,0.3193,reactive,static,inactive,lazy,0.0001,dying,0.1492,reactive,static,inactive,lazy
8904,between,j-distinguished,348,active,extinct,0.0002,inactive,0.411,passive,dormant,silent,active,0.0,passive,0.2044,passive,dormant,silent,active,0.0024,extinct,0.2774,passive,dormant,silent,active,0.0073,extinct,0.1228,passive,dormant,silent,active
8905,fromto,j-transitional,348,active,extinct,0.0001,inactive,0.6208,dormant,active,passive,silent,0.0,inactive,0.4235,dormant,active,passive,silent,0.001,extinct,0.5435,dormant,active,passive,silent,0.0047,extinct,0.2005,dormant,active,passive,silent
8906,question,j-interrogative,348,active,extinct,0.0003,inactive,0.2728,passive,not,retired,dormant,0.0001,passive,0.7018,passive,not,retired,dormant,0.0023,not,0.1861,passive,not,retired,dormant,0.0032,extinct,0.1158,passive,not,retired,dormant
8907,XbutY,contrastive,348,active,extinct,0.0004,inactive,0.1385,dormant,retired,unknown,offline,0.0,quiet,0.0846,dormant,retired,unknown,offline,0.0083,unidentified,0.0488,dormant,retired,unknown,offline,0.0,all,0.994,dormant,retired,unknown,offline
8908,XyetY,contrastive,348,active,extinct,0.0001,?,0.7993,:,.,</s>,?,0.0,not,0.9837,:,.,</s>,?,0.0004,.,0.3104,:,.,</s>,?,0.0,not,0.9284,:,.,</s>,?
8909,versus,j-residual,348,active,extinct,0.0002,active,0.0788,passive,inactive,average,time,0.0001,passive,0.0914,passive,inactive,average,time,0.0025,living,0.0998,passive,inactive,average,time,0.0031,extant,0.3119,passive,inactive,average,time
8910,alike,j-coordinated,349,complex,simple,0.3117,simple,0.3117,straightforward,simplistic,predictable,mundane,0.8333,simple,0.8333,straightforward,simplistic,predictable,mundane,0.1132,elegant,0.1974,straightforward,simplistic,predictable,mundane,0.2319,complex,0.2319,straightforward,simplistic,predictable,mundane
8911,whether,j-coordinated,349,complex,simple,0.6725,simple,0.6725,straightforward,not,trivial,simpler,0.8542,simple,0.8542,straightforward,not,trivial,simpler,0.5365,complex,0.5365,straightforward,not,trivial,simpler,0.5721,complex,0.5721,straightforward,not,trivial,simpler
8912,either,j-coordinated,349,complex,simple,0.5413,simple,0.5413,straightforward,linear,simpler,not,0.8163,simple,0.8163,straightforward,linear,simpler,not,0.5601,complex,0.5601,straightforward,linear,simpler,not,0.5033,complex,0.5033,straightforward,linear,simpler,not
8913,neither,j-coordinated,349,complex,simple,0.4996,simple,0.4996,straightforward,linear,trivial,complex,0.8415,simple,0.8415,straightforward,linear,trivial,complex,0.4707,complex,0.4707,straightforward,linear,trivial,complex,0.2842,complex,0.2842,straightforward,linear,trivial,complex
8914,both,j-coordinated,349,complex,simple,0.1243,simple,0.1243,predictable,straightforward,elegant,beautiful,0.7065,simple,0.7065,predictable,straightforward,elegant,beautiful,0.0965,elegant,0.1808,predictable,straightforward,elegant,beautiful,0.1153,elegant,0.1704,predictable,straightforward,elegant,beautiful
8915,aswellas,j-coordinated,349,complex,simple,0.2678,simple,0.2678,straightforward,</s>,linear,.,0.5922,simple,0.5922,straightforward,</s>,linear,.,0.02,elegant,0.1899,straightforward,</s>,linear,.,0.1399,elegant,0.1462,straightforward,</s>,linear,.
8916,or,j-coordinated,349,complex,simple,0.0331,simple,0.0331,ambiguous,complicated,variable,complex,0.1893,simple,0.1893,ambiguous,complicated,variable,complex,0.4586,complex,0.4586,ambiguous,complicated,variable,complex,0.4049,complex,0.4049,ambiguous,complicated,variable,complex
8917,and,j-coordinated,349,complex,simple,0.0012,expensive,0.0302,unpredictable,varied,complicated,dangerous,0.0197,large,0.043,unpredictable,varied,complicated,dangerous,0.0005,clean,0.1021,unpredictable,varied,complicated,dangerous,0.0001,plain,0.3301,unpredictable,varied,complicated,dangerous
8918,XnotY,j-negated,349,complex,simple,0.0008,specified,0.1085,defined,available,included,applicable,0.0,but,0.3807,defined,available,included,applicable,0.0489,complicated,0.1077,defined,available,included,applicable,0.0,but,0.5495,defined,available,included,applicable
8919,XcommanotY,j-negated,349,complex,simple,0.014,complex,0.0605,complicated,defined,complete,specified,0.0834,simple,0.0834,complicated,defined,complete,specified,0.1634,complicated,0.2589,complicated,defined,complete,specified,0.0604,but,0.0683,complicated,defined,complete,specified
8920,notXbutY,j-negated,349,complex,simple,0.0577,simple,0.0577,interesting,complicated,complex,not,0.1798,simple,0.1798,interesting,complicated,complex,not,0.156,complex,0.156,interesting,complicated,complex,not,0.0341,easy,0.1104,interesting,complicated,complex,not
8921,notXcommaY,j-negated,349,complex,simple,0.0064,but,0.0914,complicated,yet,complex,not,0.0297,ional,0.06,complicated,yet,complex,not,0.0174,but,0.1123,complicated,yet,complex,not,0.0257,plain,0.0619,complicated,yet,complex,not
8922,XandnotY,j-negated,349,complex,simple,0.0272,linear,0.0382,predictable,simple,straightforward,defined,0.0884,simple,0.0884,predictable,simple,straightforward,defined,0.0402,complicated,0.4705,predictable,simple,straightforward,defined,0.1228,complex,0.1228,predictable,simple,straightforward,defined
8923,insteadof,j-negated,349,complex,simple,0.3108,simple,0.3108,complex,single,linear,binary,0.0387,or,0.0883,complex,single,linear,binary,0.5046,complex,0.5046,complex,single,linear,binary,0.0453,simple,0.0544,complex,single,linear,binary
8924,opposedto,j-negated,349,complex,simple,0.2601,simple,0.2601,linear,complex,.,</s>,0.2595,simple,0.2595,linear,complex,.,</s>,0.4555,complex,0.4555,linear,complex,.,</s>,0.1836,complex,0.1836,linear,complex,.,</s>
8925,XbutnotY,restrictive,349,complex,simple,0.0021,complicated,0.0471,surprising,overwhelming,unexpected,unusual,0.004,complicated,0.0597,surprising,overwhelming,unexpected,unusual,0.0042,boring,0.1609,surprising,overwhelming,unexpected,unusual,0.0013,simple,0.1697,surprising,overwhelming,unexpected,unusual
8926,notXbutnotY,negatedX2,349,complex,simple,0.2348,simple,0.2348,easy,complicated,trivial,straightforward,0.3251,simple,0.3251,easy,complicated,trivial,straightforward,0.2242,complicated,0.3723,easy,complicated,trivial,straightforward,0.2664,complicated,0.4199,easy,complicated,trivial,straightforward
8927,notonlyXbutY,additive,349,complex,simple,0.0003,also,0.0507,dangerous,unpredictable,complex,expensive,0.006,interesting,0.0259,dangerous,unpredictable,complex,expensive,0.0062,effective,0.0625,dangerous,unpredictable,complex,expensive,0.0013,good,0.0542,dangerous,unpredictable,complex,expensive
8928,notXbutjustY,restrictive,349,complex,simple,0.0831,simple,0.0831,plain,fine,basic,one,0.0144,complicated,0.0603,plain,fine,basic,one,0.0102,right,0.0522,plain,fine,basic,one,0.032,perfect,0.0692,plain,fine,basic,one
8929,morethan,j-comparative,349,complex,simple,0.0072,that,0.0763,expected,this,ever,</s>,0.4096,simple,0.4096,expected,this,ever,</s>,0.0217,that,0.0726,expected,this,ever,</s>,0.6307,complex,0.6307,expected,this,ever,</s>
8930,ratherthan,j-comparative,349,complex,simple,0.654,simple,0.654,linear,straightforward,pure,simplistic,0.3812,simple,0.3812,linear,straightforward,pure,simplistic,0.541,complex,0.541,linear,straightforward,pure,simplistic,0.3102,complex,0.3102,linear,straightforward,pure,simplistic
8931,between,j-distinguished,349,complex,simple,0.8144,simple,0.8144,trivial,straightforward,basic,complex,0.8145,simple,0.8145,trivial,straightforward,basic,complex,0.3987,complex,0.3987,trivial,straightforward,basic,complex,0.32,complex,0.32,trivial,straightforward,basic,complex
8932,fromto,j-transitional,349,complex,simple,0.6788,simple,0.6788,straightforward,simplistic,trivial,easy,0.806,simple,0.806,straightforward,simplistic,trivial,easy,0.2846,complex,0.2846,straightforward,simplistic,trivial,easy,0.3869,complex,0.3869,straightforward,simplistic,trivial,easy
8933,question,j-interrogative,349,complex,simple,0.5161,simple,0.5161,straightforward,not,simplistic,clear,0.6595,simple,0.6595,straightforward,not,simplistic,clear,0.4997,complex,0.4997,straightforward,not,simplistic,clear,0.473,complex,0.473,straightforward,not,simplistic,clear
8934,XbutY,contrastive,349,complex,simple,0.0105,effective,0.0385,interesting,elegant,predictable,beautiful,0.0818,simple,0.0818,interesting,elegant,predictable,beautiful,0.0063,elegant,0.1713,interesting,elegant,predictable,beautiful,0.0025,anything,0.6669,interesting,elegant,predictable,beautiful
8935,XyetY,contrastive,349,complex,simple,0.1177,simple,0.1177,predictable,elegant,beautiful,straightforward,0.4915,simple,0.4915,predictable,elegant,beautiful,straightforward,0.0177,elegant,0.2958,predictable,elegant,beautiful,straightforward,0.1235,elegant,0.1566,predictable,elegant,beautiful,straightforward
8936,versus,j-residual,349,complex,simple,0.5447,simple,0.5447,complex,linear,straightforward,basic,0.4568,simple,0.4568,complex,linear,straightforward,basic,0.6069,complex,0.6069,complex,linear,straightforward,basic,0.2811,complex,0.2811,complex,linear,straightforward,basic
8937,alike,j-coordinated,350,endemic,epidemic,0.0038,invasive,0.1853,endemic,exotic,tropical,feral,0.0073,endemic,0.1051,endemic,exotic,tropical,feral,0.0021,epidemic,0.128,endemic,exotic,tropical,feral,0.0013,epidemic,0.1497,endemic,exotic,tropical,feral
8938,whether,j-coordinated,350,endemic,epidemic,0.0004,not,0.5997,otherwise,endemic,widespread,endangered,0.0036,seasonal,0.1545,otherwise,endemic,widespread,endangered,0.0069,not,0.4111,otherwise,endemic,widespread,endangered,0.0127,seasonal,0.0808,otherwise,endemic,widespread,endangered
8939,either,j-coordinated,350,endemic,epidemic,0.0004,not,0.1803,endangered,rare,otherwise,hybrid,0.0025,rare,0.1744,endangered,rare,otherwise,hybrid,0.0081,otherwise,0.0392,endangered,rare,otherwise,hybrid,0.0057,seasonal,0.1931,endangered,rare,otherwise,hybrid
8940,neither,j-coordinated,350,endemic,epidemic,0.0001,rare,0.381,endangered,threatened,extinct,vulnerable,0.0,rare,0.8056,endangered,threatened,extinct,vulnerable,0.0059,epidemic,0.1483,endangered,threatened,extinct,vulnerable,0.0026,epidemic,0.1342,endangered,threatened,extinct,vulnerable
8941,both,j-coordinated,350,endemic,epidemic,0.001,otherwise,0.0898,not,endemic,invasive,non,0.002,endemic,0.0874,not,endemic,invasive,non,0.008,epidemic,0.029,not,endemic,invasive,non,0.0149,epidemic,0.0553,not,endemic,invasive,non
8942,aswellas,j-coordinated,350,endemic,epidemic,0.0003,.,0.039,rare,endangered,</s>,species,0.0006,rare,0.1185,rare,endangered,</s>,species,0.0012,the,0.1241,rare,endangered,</s>,species,0.0016,epidemic,0.0588,rare,endangered,</s>,species
8943,or,j-coordinated,350,endemic,epidemic,0.0002,rare,0.1164,otherwise,not,endangered,hybrid,0.0003,rare,0.5964,otherwise,not,endangered,hybrid,0.0003,epidemic,0.1512,otherwise,not,endangered,hybrid,0.0002,disease,0.2817,otherwise,not,endangered,hybrid
8944,and,j-coordinated,350,endemic,epidemic,0.0003,.,0.0867,rare,</s>,endangered,other,0.0011,rare,0.1783,rare,</s>,endangered,other,0.0001,disease,0.0347,rare,</s>,endangered,other,0.0001,disease,0.0592,rare,</s>,endangered,other
8945,XnotY,j-negated,350,endemic,epidemic,0.0,known,0.1842,listed,defined,specified,recorded,0.0,but,0.5722,listed,defined,specified,recorded,0.0003,over,0.2627,listed,defined,specified,recorded,0.0,but,0.755,listed,defined,specified,recorded
8946,XcommanotY,j-negated,350,endemic,epidemic,0.0002,known,0.0638,defined,endangered,endemic,widespread,0.0007,rare,0.1282,defined,endangered,endemic,widespread,0.0012,yet,0.0251,defined,endangered,endemic,widespread,0.0022,rare,0.0525,defined,endangered,endemic,widespread
8947,notXbutY,j-negated,350,endemic,epidemic,0.0001,close,0.0733,endangered,rare,vulnerable,near,0.0004,rare,0.2951,endangered,rare,vulnerable,near,0.0014,a,0.0492,endangered,rare,vulnerable,near,0.0019,epidemic,0.114,endangered,rare,vulnerable,near
8948,notXcommaY,j-negated,350,endemic,epidemic,0.0002,but,0.176,or,yet,however,no,0.0002,listed,0.064,or,yet,however,no,0.0005,but,0.2376,or,yet,however,no,0.0002,cancer,0.0284,or,yet,however,no
8949,XandnotY,j-negated,350,endemic,epidemic,0.0001,.,0.0856,protected,endemic,endangered,recognized,0.0003,rare,0.1519,protected,endemic,endangered,recognized,0.0156,.,0.0814,protected,endemic,endangered,recognized,0.0024,rare,0.0608,protected,endemic,endangered,recognized
8950,insteadof,j-negated,350,endemic,epidemic,0.0064,endangered,0.1284,rare,endemic,widespread,species,0.0056,rare,0.166,rare,endemic,widespread,species,0.0009,disease,0.163,rare,endemic,widespread,species,0.0004,or,0.0595,rare,endemic,widespread,species
8951,opposedto,j-negated,350,endemic,epidemic,0.0037,.,0.0915,endemic,widespread,?,seasonal,0.0035,rare,0.0597,endemic,widespread,?,seasonal,0.0012,epidemic,0.0924,endemic,widespread,?,seasonal,0.001,but,0.0461,endemic,widespread,?,seasonal
8952,XbutnotY,restrictive,350,endemic,epidemic,0.0,rare,0.1722,endangered,protected,threatened,extinct,0.0,rare,0.7534,endangered,protected,threatened,extinct,0.0044,fatal,0.0917,endangered,protected,threatened,extinct,0.0017,high,0.1003,endangered,protected,threatened,extinct
8953,notXbutnotY,negatedX2,350,endemic,epidemic,0.0,rare,0.2543,endangered,extinct,protected,threatened,0.0002,rare,0.6121,endangered,extinct,protected,threatened,0.0013,uncommon,0.0419,endangered,extinct,protected,threatened,0.0012,uncommon,0.1073,endangered,extinct,protected,threatened
8954,notonlyXbutY,additive,350,endemic,epidemic,0.0002,also,0.219,endangered,a,</s>,…,0.0001,rare,0.4412,endangered,a,</s>,…,0.0017,also,0.1623,endangered,a,</s>,…,0.0029,dangerous,0.0552,endangered,a,</s>,…
8955,notXbutjustY,restrictive,350,endemic,epidemic,0.0,rare,0.0394,about,not,unlucky,common,0.0007,rare,0.3077,about,not,unlucky,common,0.0015,one,0.1335,about,not,unlucky,common,0.0006,epidemic,0.0804,about,not,unlucky,common
8956,morethan,j-comparative,350,endemic,epidemic,0.0001,expected,0.0538,ever,average,most,...,0.0003,rare,0.1559,ever,average,most,...,0.0001,epidemic,0.0439,ever,average,most,...,0.0014,symptom,0.1029,ever,average,most,...
8957,ratherthan,j-comparative,350,endemic,epidemic,0.0031,widespread,0.1629,rare,endemic,endangered,species,0.003,rare,0.1667,rare,endemic,endangered,species,0.0033,disease,0.1265,rare,endemic,endangered,species,0.0017,disease,0.042,rare,endemic,endangered,species
8958,between,j-distinguished,350,endemic,epidemic,0.0099,endemic,0.1203,widespread,invasive,endangered,rare,0.0185,endemic,0.0872,widespread,invasive,endangered,rare,0.0003,recovery,0.0534,widespread,invasive,endangered,rare,0.0001,outbreak,0.2487,widespread,invasive,endangered,rare
8959,fromto,j-transitional,350,endemic,epidemic,0.0034,endangered,0.2679,rare,widespread,vulnerable,common,0.0058,rare,0.1034,rare,widespread,vulnerable,common,0.0003,epidemic,0.081,rare,widespread,vulnerable,common,0.0002,outbreak,0.0662,rare,widespread,vulnerable,common
8960,question,j-interrogative,350,endemic,epidemic,0.0014,not,0.3341,otherwise,endangered,hybrid,rare,0.0048,rare,0.096,otherwise,endangered,hybrid,rare,0.0009,epidemic,0.1438,otherwise,endangered,hybrid,rare,0.0023,epidemic,0.1821,otherwise,endangered,hybrid,rare
8961,XbutY,contrastive,350,endemic,epidemic,0.0,endangered,0.1195,declining,rare,vulnerable,protected,0.0,all,0.6788,declining,rare,vulnerable,protected,0.001,not,0.0675,declining,rare,vulnerable,protected,0.0,anything,0.5422,declining,rare,vulnerable,protected
8962,XyetY,contrastive,350,endemic,epidemic,0.0,extinct,0.138,unknown,?,unnamed,endangered,0.0,not,0.9897,unknown,?,unnamed,endangered,0.0001,?,0.3631,unknown,?,unnamed,endangered,0.0,not,0.9638,unknown,?,unnamed,endangered
8963,versus,j-residual,350,endemic,epidemic,0.0052,.,0.037,non,population,general,wild,0.0064,sporadic,0.0418,non,population,general,wild,0.0006,control,0.0531,non,population,general,wild,0.0006,baseline,0.0681,non,population,general,wild
8964,alike,j-coordinated,352,consistent,inconsistent,0.0633,unpredictable,0.1138,inconsistent,unreliable,erratic,volatile,0.0646,inconsistent,0.0646,inconsistent,unreliable,erratic,volatile,0.0197,unreliable,0.0377,inconsistent,unreliable,erratic,volatile,0.2304,consistent,0.2304,inconsistent,unreliable,erratic,volatile
8965,whether,j-coordinated,352,consistent,inconsistent,0.0682,not,0.3575,inconsistent,variable,unreliable,different,0.0502,inconsistent,0.0502,inconsistent,variable,unreliable,different,0.0252,not,0.1535,inconsistent,variable,unreliable,different,0.1517,consistent,0.1517,inconsistent,variable,unreliable,different
8966,either,j-coordinated,352,consistent,inconsistent,0.0656,variable,0.2798,intermittent,inconsistent,irregular,not,0.0121,variable,0.0477,intermittent,inconsistent,irregular,not,0.0027,unknown,0.083,intermittent,inconsistent,irregular,not,0.0052,unreliable,0.0759,intermittent,inconsistent,irregular,not
8967,neither,j-coordinated,352,consistent,inconsistent,0.0053,predictable,0.1043,reliable,consistent,stable,trustworthy,0.0003,predictable,0.1099,reliable,consistent,stable,trustworthy,0.0853,contradictory,0.1045,reliable,consistent,stable,trustworthy,0.1351,consistent,0.1351,reliable,consistent,stable,trustworthy
8968,both,j-coordinated,352,consistent,inconsistent,0.0045,unpredictable,0.024,reliable,consistent,successful,resilient,0.0005,reliable,0.0355,reliable,consistent,successful,resilient,0.0051,unreliable,0.0464,reliable,consistent,successful,resilient,0.0101,inconsistent,0.0317,reliable,consistent,successful,resilient
8969,aswellas,j-coordinated,352,consistent,inconsistent,0.0038,unpredictable,0.0198,innovative,versatile,reliable,successful,0.0018,unpredictable,0.0241,innovative,versatile,reliable,successful,0.0038,inconsistent,0.0263,innovative,versatile,reliable,successful,0.0037,unreliable,0.037,innovative,versatile,reliable,successful
8970,or,j-coordinated,352,consistent,inconsistent,0.0081,intermittent,0.121,variable,irregular,less,not,0.0006,annual,0.0494,variable,irregular,less,not,0.0005,unknown,0.0554,variable,irregular,less,not,0.0001,unclear,0.1093,variable,irregular,less,not
